tên,giá,chipset,bộ nhớ,xung cơ bản,xung boost,màu,chiều dài,tdp,interface,image_url
Asus Silver Radeon RX 5700 XT 8GB GDDR6,14280000,Radeon RX 5700 XT,8.0,1605.0,1905.0,GREY,270.0,225.0,PCIe x16,assets/images/gpu/gpu_asus_silver_radeon_rx_5700_xt_8gb_gddr6.png
Asus TUF GAMING GeForce GTX 1650 SUPER 4GB GDDR6 Black,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1755.0,BLACK,206.0,100.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_gtx_1650_super_4gb_gddr6_black.png
Asus TUF GAMING GeForce RTX 3060 Ti 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1695.0,BLACK,301.0,200.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3060_ti_8gb_gddr6_black.png
Asus TUF GAMING GeForce RTX 3070 8GB GDDR6 Black,16752000,GeForce RTX 3070,8.0,1500.0,1755.0,BLACK,300.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3070_8gb_gddr6_black.png
Asus TUF GAMING GeForce RTX 3070 Ti 8GB GDDR6X Black / Silver,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1800.0,BLACK,300.0,290.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3070_ti_8gb_gddr6x_black_silver.png
Asus TUF GAMING GeForce RTX 3090 Ti 24GB GDDR6X,46799760,GeForce RTX 3090 Ti,24.0,1560.0,1890.0,BLACK,326.0,450.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3090_ti_24gb_gddr6x.png
Asus TUF GAMING GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,301.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_4070_super_12gb_gddr6x_black.png
Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,10056000,GeForce GTX 1650 SUPER,4.0,1530.0,1800.0,BLACK,206.0,100.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_geforce_gtx_1650_super_4gb_gddr6_black.png
Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1785.0,BLACK,301.0,200.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_geforce_rtx_3060_ti_8gb_gddr6_black.png
Asus TUF GAMING OC GeForce RTX 3070 Ti 8GB GDDR6X Black / Silver,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1815.0,BLACK,300.0,290.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_geforce_rtx_3070_ti_8gb_gddr6x_black_silver.png
Asus TUF GAMING OC GeForce RTX 3090 Ti 24GB GDDR6X Black,46799760,GeForce RTX 3090 Ti,24.0,1560.0,1950.0,BLACK,326.0,450.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_geforce_rtx_3090_ti_24gb_gddr6x_black.png
Asus TUF GAMING OC GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2595.0,BLACK,301.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_geforce_rtx_4070_super_12gb_gddr6x_black.png
Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,3839760,Radeon RX 6500 XT,4.0,2310.0,2825.0,BLACK,250.0,107.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_6500_xt_4gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 6900 XT 16GB GDDR6 Black,18479760,Radeon RX 6900 XT,16.0,1825.0,2340.0,BLACK,320.0,300.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_6900_xt_16gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 7600 XT 16GB GDDR6 Black,8639280,Radeon RX 7600 XT,16.0,1720.0,2830.0,BLACK,300.0,190.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7600_xt_16gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 7700 XT 12GB GDDR6 Black,9599280,Radeon RX 7700 XT,12.0,1700.0,2599.0,BLACK,320.0,245.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7700_xt_12gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,BLACK,320.0,263.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7800_xt_16gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,WHITE,320.0,263.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7800_xt_16gb_gddr6_white.png
Asus TUF GAMING OC Radeon RX 7900 GRE 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2391.0,BLACK,320.0,260.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7900_gre_16gb_gddr6_black.png
Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2615.0,BLACK,353.0,355.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_radeon_rx_7900_xtx_24gb_gddr6_black.png
Asus TUF GAMING OC V2 GeForce RTX 3070 Ti 8GB GDDR6X Black,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1815.0,BLACK,300.0,290.0,PCIe x16,assets/images/gpu/gpu_asus_tuf_gaming_oc_v2_geforce_rtx_3070_ti_8gb_gddr6x_black.png
